Event 1 BX 0
HwTrack 1 Rinv: 000000011001011, t: 00001101110111, phi: 0000100000111100010, Z0: 10000011000, Q: 0, Sector: 00101, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000011001000, t: 11110010001000, phi: 0001010001000101010, Z0: 10000010011, Q: 1, Sector: 10010, HwValid: 1, BX: 100

Event 7949 BX 100
HwTrack 1 Rinv: 000000001000100, t: 11111101011100, phi: 0000010111110101001, Z0: 00000010010, Q: 0, Sector: 00111, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000000111110, t: 00000010100110, phi: 0001000111110011111, Z0: 00000010011, Q: 1, Sector: 10100, HwValid: 1, BX: 101

Event 7950 BX 101
HwTrack 1 Rinv: 000000100000010, t: 11111000100000, phi: 0001110101011011110, Z0: 00010001010, Q: 0, Sector: 11001, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000011110010, t: 00000111011110, phi: 0001000101011101100, Z0: 00010010001, Q: 1, Sector: 01100, HwValid: 1, BX: 110

Event 7951 BX 110
HwTrack 1 Rinv: 000000010101100, t: 11110101001111, phi: 0000100101010010010, Z0: 10001111001, Q: 0, Sector: 10110, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010101111, t: 00001010110001, phi: 0001010101100011101, Z0: 10001111010, Q: 1, Sector: 01000, HwValid: 1, BX: 111

Event 7952 BX 111
HwTrack 1 Rinv: 000000001001001, t: 00000110110000, phi: 0000010011000111001, Z0: 10000110100, Q: 0, Sector: 01011, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000001000100, t: 11111001001101, phi: 0001000011000100011, Z0: 10000101100, Q: 1, Sector: 11000, HwValid: 1, BX: 000

Event 7953 BX 0
HwTrack 1 Rinv: 000000010000111, t: 00001101000101, phi: 0001001011101010010, Z0: 00000001101, Q: 0, Sector: 10100, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000010000011, t: 11110010111000, phi: 0000011011101100111, Z0: 00000000010, Q: 1, Sector: 00111, HwValid: 1, BX: 001

Event 7954 BX 1
HwTrack 1 Rinv: 000001001100000, t: 00001110011000, phi: 0000101000100010001, Z0: 00000101011, Q: 0, Sector: 10011, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100001001110110, t: 11110001101000, phi: 0001011000101001110, Z0: 00000011010, Q: 1, Sector: 00101, HwValid: 1, BX: 010

Event 7955 BX 10
HwTrack 1 Rinv: 000000010110110, t: 00000101011100, phi: 0000110110100100110, Z0: 10001100100, Q: 0, Sector: 00111, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000010110010, t: 11111010100011, phi: 0001100110101001000, Z0: 10001100110, Q: 1, Sector: 10100, HwValid: 1, BX: 011

Event 7956 BX 11
HwTrack 1 Rinv: 000000010100110, t: 00001100111001, phi: 0000110111000101011, Z0: 00000001111, Q: 0, Sector: 00101, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000010101011, t: 11110011000110, phi: 0001100111010101011, Z0: 00000001100, Q: 1, Sector: 10010, HwValid: 1, BX: 100

Event 7957 BX 100
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 100001110110001, t: 11101100101010, phi: 0000011001101010000, Z0: 00000111000, Q: 1, Sector: 10001, HwValid: 1, BX: 101

Event 7958 BX 101
HwTrack 1 Rinv: 000000001110111, t: 00000111100101, phi: 0001001110110011001, Z0: 10000101111, Q: 0, Sector: 11011, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000001110111, t: 11111000011101, phi: 0000011110110101100, Z0: 10000101001, Q: 1, Sector: 01110, HwValid: 1, BX: 110

Event 7959 BX 110
HwTrack 1 Rinv: 000000010101010, t: 11110001010010, phi: 0000101001101111010, Z0: 10011000100, Q: 0, Sector: 11010, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010100011, t: 00001110101100, phi: 0001011001111111100, Z0: 10010111010, Q: 1, Sector: 01100, HwValid: 1, BX: 111

Event 7960 BX 111
HwTrack 1 Rinv: 000000000111101, t: 11111100001010, phi: 0000011110110000011, Z0: 00000011001, Q: 0, Sector: 10100, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000000110101, t: 00000011111000, phi: 0001001110110100110, Z0: 00000010110, Q: 1, Sector: 00110, HwValid: 1, BX: 000

Event 7961 BX 0
HwTrack 1 Rinv: 000010000111010, t: 11101111101011, phi: 0001011011010011000, Z0: 10000100111, Q: 0, Sector: 10011, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100010001010100, t: 00010000010110, phi: 0000101011111101000, Z0: 10000001101, Q: 1, Sector: 00110, HwValid: 1, BX: 001

Event 7962 BX 1
HwTrack 1 Rinv: 000000011001101, t: 00010001010001, phi: 0001101000111010011, Z0: 00000011000, Q: 0, Sector: 10111, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000011100011, t: 11101110110000, phi: 0000111001000111100, Z0: 00000011100, Q: 1, Sector: 01010, HwValid: 1, BX: 010

Event 7963 BX 10
HwTrack 1 Rinv: 000000001100000, t: 11110110111111, phi: 0001010000101000101, Z0: 00000101100, Q: 0, Sector: 11010, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000001100100, t: 00001001000000, phi: 0000100000110011010, Z0: 00000110000, Q: 1, Sector: 01101, HwValid: 1, BX: 011

Event 7964 BX 11
HwTrack 1 Rinv: 000000000111000, t: 11111100100001, phi: 0000101101000011111, Z0: 10000000001, Q: 0, Sector: 11001, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000000110111, t: 00000011011111, phi: 0001011101000011110, Z0: 10000000100, Q: 1, Sector: 01011, HwValid: 1, BX: 100

Event 7965 BX 100
HwTrack 1 Rinv: 000000011111101, t: 11101110110101, phi: 0001000100001001110, Z0: 10001100010, Q: 0, Sector: 10000, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000100001110, t: 00010001001000, phi: 0000010100000100100, Z0: 10001011100, Q: 1, Sector: 00011, HwValid: 1, BX: 101

Event 7966 BX 101
HwTrack 1 Rinv: 000001011001101, t: 11110001101011, phi: 0001110110000011010, Z0: 00000101011, Q: 0, Sector: 10110, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100001011001010, t: 00001110010111, phi: 0001000101110000001, Z0: 00000110001, Q: 1, Sector: 01001, HwValid: 1, BX: 110

Event 7967 BX 110
HwTrack 1 Rinv: 000000000110110, t: 00000011100100, phi: 0000101110100011001, Z0: 10000010110, Q: 0, Sector: 01011, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000000110111, t: 11111100011100, phi: 0001011110101001110, Z0: 10000010101, Q: 1, Sector: 11000, HwValid: 1, BX: 111

Event 7968 BX 111
HwTrack 1 Rinv: 000000011011001, t: 11110110100000, phi: 0001001000111101100, Z0: 10001100011, Q: 0, Sector: 10110, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000011000100, t: 00001001011111, phi: 0000011000101110001, Z0: 10001100001, Q: 1, Sector: 01001, HwValid: 1, BX: 000

Event 7969 BX 0
HwTrack 1 Rinv: 000001000000001, t: 00010010001001, phi: 0000101110001010011, Z0: 10000100111, Q: 0, Sector: 10000, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100001000001001, t: 11101101110101, phi: 0001011110010110000, Z0: 10000101101, Q: 1, Sector: 00010, HwValid: 1, BX: 001

Event 7970 BX 1
HwTrack 1 Rinv: 000000001011001, t: 00000101011101, phi: 0001010000100100101, Z0: 00000101110, Q: 0, Sector: 00011, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000001010111, t: 11111010101000, phi: 0000100000101011001, Z0: 00000110011, Q: 1, Sector: 10001, HwValid: 1, BX: 010

Event 7971 BX 10
HwTrack 1 Rinv: 000000001011111, t: 11111010101101, phi: 0001010001110011010, Z0: 00000000001, Q: 0, Sector: 10000, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000001011110, t: 00000101010001, phi: 0000100001110100111, Z0: 00000000100, Q: 1, Sector: 00011, HwValid: 1, BX: 011

Event 7972 BX 11
HwTrack 1 Rinv: 000000101001111, t: 11110000110010, phi: 0000010111010011000, Z0: 10000000011, Q: 0, Sector: 00010, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000101011111, t: 00001111010000, phi: 0001000110111101100, Z0: 10000011111, Q: 1, Sector: 01111, HwValid: 1, BX: 100

Event 7973 BX 100
HwTrack 1 Rinv: 000000111100010, t: 00000010111101, phi: 0001110011011001011, Z0: 10001000010, Q: 0, Sector: 11001, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000111100100, t: 11111100111111, phi: 0001000011100001011, Z0: 10001000100, Q: 1, Sector: 01100, HwValid: 1, BX: 101

Event 7974 BX 101
HwTrack 1 Rinv: 000001101010110, t: 11101111110000, phi: 0000111000011101011, Z0: 00001010001, Q: 0, Sector: 10010, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100001101100000, t: 00010000001110, phi: 0001101000111011010, Z0: 00001001010, Q: 1, Sector: 00100, HwValid: 1, BX: 110

Event 7975 BX 110
HwTrack 1 Rinv: 000010100001101, t: 11110010110011, phi: 0001001100100010011, Z0: 10001101010, Q: 0, Sector: 01111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100010100010011, t: 00001101010000, phi: 0000011101010011010, Z0: 10001011010, Q: 1, Sector: 00010, HwValid: 1, BX: 111

Event 7976 BX 111
HwTrack 1 Rinv: 000110001000010, t: 11101111011110, phi: 0000111110010101010, Z0: 00001111100, Q: 0, Sector: 10010, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100110000101001, t: 00010000101001, phi: 0000010001011001100, Z0: 00010010100, Q: 1, Sector: 00101, HwValid: 1, BX: 000

Event 7977 BX 0
HwTrack 1 Rinv: 000000010111111, t: 11110100011010, phi: 0001100011010010001, Z0: 00001001110, Q: 0, Sector: 10010, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000010110000, t: 00001011100101, phi: 0000110011011000010, Z0: 00001010100, Q: 1, Sector: 00101, HwValid: 1, BX: 001

Event 7978 BX 1
HwTrack 1 Rinv: 000000001011110, t: 00000011000001, phi: 0001101111000001001, Z0: 10000111001, Q: 0, Sector: 10110, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000001011011, t: 11111100111100, phi: 0000111110111101101, Z0: 10000111000, Q: 1, Sector: 01001, HwValid: 1, BX: 010

Event 7979 BX 10
HwTrack 1 Rinv: 000000001000001, t: 00000100111101, phi: 0001011110011000101, Z0: 00000010110, Q: 0, Sector: 00111, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000000111010, t: 11111011000010, phi: 0000101110011100000, Z0: 00000010100, Q: 1, Sector: 10101, HwValid: 1, BX: 011

Event 7980 BX 11
HwTrack 1 Rinv: 000000001100111, t: 11110110100010, phi: 0001000010111111100, Z0: 00000011101, Q: 0, Sector: 00101, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000001011001, t: 00001001011100, phi: 0000010010110111110, Z0: 00000011110, Q: 1, Sector: 10011, HwValid: 1, BX: 100

Event 7981 BX 100
HwTrack 1 Rinv: 000000010000101, t: 11110010101010, phi: 0000110110001000110, Z0: 10000101001, Q: 0, Sector: 00110, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000010001100, t: 00001101011101, phi: 0001100110001011011, Z0: 10000101010, Q: 1, Sector: 10011, HwValid: 1, BX: 101

Event 7982 BX 101
HwTrack 1 Rinv: 000000100001000, t: 11110000001010, phi: 0001100110101000100, Z0: 00000111110, Q: 0, Sector: 10100, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000100001100, t: 00001111110011, phi: 0000110110101100001, Z0: 00000111111, Q: 1, Sector: 00111, HwValid: 1, BX: 110

Event 7983 BX 110
HwTrack 1 Rinv: 000000010110010, t: 11101111001101, phi: 0001100101101100110, Z0: 10000001010, Q: 0, Sector: 00010, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010101011, t: 00010000110001, phi: 0000110101111110000, Z0: 10000000101, Q: 1, Sector: 10000, HwValid: 1, BX: 111

Event 7984 BX 111
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 7985 BX 0
HwTrack 1 Rinv: 000000010111100, t: 00000111111110, phi: 0001010111110011110, Z0: 00000110101, Q: 0, Sector: 10011, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000010101000, t: 11111000000010, phi: 0000100111110011010, Z0: 00000111100, Q: 1, Sector: 00110, HwValid: 1, BX: 001

Event 7986 BX 1
HwTrack 1 Rinv: 000001111010001, t: 00000100111111, phi: 0001111101010110011, Z0: 00000110000, Q: 0, Sector: 01011, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100001111001010, t: 11111011000001, phi: 0001001101010010001, Z0: 00000101111, Q: 1, Sector: 11001, HwValid: 1, BX: 010

Event 7987 BX 10
HwTrack 1 Rinv: 000000000111011, t: 11111110000110, phi: 0000011001110011111, Z0: 00001001110, Q: 0, Sector: 00010, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000000111101, t: 00000001111010, phi: 0001001001110001100, Z0: 00001001100, Q: 1, Sector: 01111, HwValid: 1, BX: 011

Event 7988 BX 11
HwTrack 1 Rinv: 000010000111010, t: 11110111000101, phi: 0000110101110001011, Z0: 10010101101, Q: 0, Sector: 10010, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100010001101001, t: 00001001000001, phi: 0001100110001000011, Z0: 10010101101, Q: 1, Sector: 00100, HwValid: 1, BX: 100

Event 7989 BX 100
HwTrack 1 Rinv: 000000001010010, t: 11111101001000, phi: 0001101000111001001, Z0: 00010011001, Q: 0, Sector: 10011, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000001010010, t: 00000010110010, phi: 0000111000110001010, Z0: 00010011111, Q: 1, Sector: 00110, HwValid: 1, BX: 101

Event 7990 BX 101
HwTrack 1 Rinv: 000000010001111, t: 11110111000010, phi: 0000010010000100001, Z0: 00000111001, Q: 0, Sector: 10001, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000010001110, t: 00001000110111, phi: 0001000010001010111, Z0: 00001000011, Q: 1, Sector: 00011, HwValid: 1, BX: 110

Event 7991 BX 110
HwTrack 1 Rinv: 000000100110100, t: 11101101110100, phi: 0001100111010011010, Z0: 00010111010, Q: 0, Sector: 11001, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000100111000, t: 00010010001010, phi: 0000110111100000001, Z0: 00010111111, Q: 1, Sector: 01100, HwValid: 1, BX: 111

Event 7992 BX 111
HwTrack 1 Rinv: 000000010100101, t: 11110011100000, phi: 0001100000101000011, Z0: 10000111001, Q: 0, Sector: 10000, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000010100110, t: 00001100100001, phi: 0000110000101001000, Z0: 10000110011, Q: 1, Sector: 00011, HwValid: 1, BX: 000

Event 7993 BX 0
HwTrack 1 Rinv: 000000001010110, t: 00000000001001, phi: 0001011001001111001, Z0: 00000100010, Q: 0, Sector: 11010, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000001010110, t: 11111111111001, phi: 0000101001001000011, Z0: 00000100001, Q: 1, Sector: 01101, HwValid: 1, BX: 001

Event 7994 BX 1
HwTrack 1 Rinv: 000000010000010, t: 00001001010101, phi: 0001011001000000011, Z0: 00000011101, Q: 0, Sector: 01010, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000010000101, t: 11110110101001, phi: 0000101001000101001, Z0: 00000011011, Q: 1, Sector: 11000, HwValid: 1, BX: 010

Event 7995 BX 10
HwTrack 1 Rinv: 000000011110010, t: 00001110001100, phi: 0001000000110001001, Z0: 10001011000, Q: 0, Sector: 10011, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000011110000, t: 11110001110111, phi: 0000010000111011000, Z0: 10001001111, Q: 1, Sector: 00110, HwValid: 1, BX: 011

Event 7996 BX 11
HwTrack 1 Rinv: 000000000110101, t: 00000011001100, phi: 0000110011010000110, Z0: 10000101001, Q: 0, Sector: 00101, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000000110100, t: 11111100110110, phi: 0001100011001110101, Z0: 10000100111, Q: 1, Sector: 10010, HwValid: 1, BX: 100

Event 7997 BX 100
HwTrack 1 Rinv: 000000001010000, t: 11111000101010, phi: 0001010111000011010, Z0: 00001011010, Q: 0, Sector: 10011, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000001001011, t: 00000111010011, phi: 0000100111000011100, Z0: 00001011100, Q: 1, Sector: 00110, HwValid: 1, BX: 101

Event 7998 BX 101
HwTrack 1 Rinv: 000000101011011, t: 11101110110000, phi: 0000100110100110110, Z0: 10000100110, Q: 0, Sector: 01001, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000101001100, t: 00010001010000, phi: 0001010110110001110, Z0: 10000011000, Q: 1, Sector: 10110, HwValid: 1, BX: 110

Event 7999 BX 110
HwTrack 1 Rinv: 000000010110111, t: 11110011110001, phi: 0001000001101101100, Z0: 00000010001, Q: 0, Sector: 10111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010101000, t: 00001100010000, phi: 0000010001110011011, Z0: 00000011000, Q: 1, Sector: 01010, HwValid: 1, BX: 111

Event 8000 BX 111
HwTrack 1 Rinv: 000000000101101, t: 11111101001001, phi: 0000111000000001100, Z0: 00000010010, Q: 0, Sector: 10011, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000000110000, t: 00000010110111, phi: 0001101000000101111, Z0: 00000001111, Q: 1, Sector: 00101, HwValid: 1, BX: 000

Event 8001 BX 0
HwTrack 1 Rinv: 000000010111111, t: 00000000010110, phi: 0000011001010010000, Z0: 10001001100, Q: 0, Sector: 01011, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000010110111, t: 11111111100011, phi: 0001001001010010100, Z0: 10001010010, Q: 1, Sector: 11000, HwValid: 1, BX: 001

Event 8002 BX 1
HwTrack 1 Rinv: 000000100100000, t: 11110100010111, phi: 0000101111101001111, Z0: 00000010110, Q: 0, Sector: 00001, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000100100001, t: 00001011101011, phi: 0001100000000000011, Z0: 00000011101, Q: 1, Sector: 01110, HwValid: 1, BX: 010

Event 8003 BX 10
HwTrack 1 Rinv: 000000101110001, t: 11111100111000, phi: 0001101110101110010, Z0: 10001011000, Q: 0, Sector: 00110, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000101101001, t: 00000011001100, phi: 0000111110101011001, Z0: 10001011000, Q: 1, Sector: 10100, HwValid: 1, BX: 011

Event 8004 BX 11
HwTrack 1 Rinv: 000001010101100, t: 11111100010011, phi: 0001100101001001110, Z0: 00000011001, Q: 0, Sector: 00101, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100001010101111, t: 00000011101000, phi: 0000110100110110001, Z0: 00000010110, Q: 1, Sector: 10011, HwValid: 1, BX: 100

Event 8005 BX 100
HwTrack 1 Rinv: 000000011100110, t: 11101110111101, phi: 0000100100101110011, Z0: 00001101110, Q: 0, Sector: 10011, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000011101111, t: 00010001000000, phi: 0001010101000001010, Z0: 00001110100, Q: 1, Sector: 00101, HwValid: 1, BX: 101

Event 8006 BX 101
HwTrack 1 Rinv: 000000100110110, t: 11110110001011, phi: 0001011011110000101, Z0: 10000010000, Q: 0, Sector: 10010, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000101001001, t: 00001001111011, phi: 0000101011100011101, Z0: 10000000111, Q: 1, Sector: 00101, HwValid: 1, BX: 110

Event 8007 BX 110
HwTrack 1 Rinv: 000000110110001, t: 11110110101101, phi: 0001000101101100111, Z0: 10000001110, Q: 0, Sector: 00111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000110101011, t: 00001001010011, phi: 0000010101101101000, Z0: 10000010010, Q: 1, Sector: 10101, HwValid: 1, BX: 111

Event 8008 BX 111
HwTrack 1 Rinv: 000000000111110, t: 11111111011010, phi: 0000100000011000000, Z0: 00000111100, Q: 0, Sector: 11011, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000000111110, t: 00000000100100, phi: 0001010000011011100, Z0: 00000111010, Q: 1, Sector: 01101, HwValid: 1, BX: 000

Event 8009 BX 0
HwTrack 1 Rinv: 000000010011001, t: 11111110011111, phi: 0000110010111100001, Z0: 10001110000, Q: 0, Sector: 11010, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000010010110, t: 00000001100001, phi: 0001100010111010010, Z0: 10001101010, Q: 1, Sector: 01100, HwValid: 1, BX: 001

Event 8010 BX 1
HwTrack 1 Rinv: 000000010001100, t: 11110101101111, phi: 0001001000001100100, Z0: 00001101000, Q: 0, Sector: 00110, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000010000000, t: 00001010010001, phi: 0000011000010000101, Z0: 00001101001, Q: 1, Sector: 10100, HwValid: 1, BX: 010

Event 8011 BX 10
HwTrack 1 Rinv: 000000000111110, t: 00000000011010, phi: 0001100101111101011, Z0: 00000100000, Q: 0, Sector: 11010, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000000111110, t: 11111111011100, phi: 0000110101111100000, Z0: 00000011111, Q: 1, Sector: 01101, HwValid: 1, BX: 011

Event 8012 BX 11
HwTrack 1 Rinv: 000000001101111, t: 00000101100010, phi: 0000011001111111111, Z0: 00000000111, Q: 0, Sector: 01101, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000001110000, t: 11111010100001, phi: 0001001001111110011, Z0: 00000001001, Q: 1, Sector: 11010, HwValid: 1, BX: 100

Event 8013 BX 100
HwTrack 1 Rinv: 000000001110111, t: 11110110100000, phi: 0000101000100111011, Z0: 00010000000, Q: 0, Sector: 10111, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000001110111, t: 00001001100011, phi: 0001011000101010001, Z0: 00010000010, Q: 1, Sector: 01001, HwValid: 1, BX: 101

Event 8014 BX 101
HwTrack 1 Rinv: 000000001010100, t: 11111011110111, phi: 0001100101010000010, Z0: 00000100100, Q: 0, Sector: 01111, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000001001101, t: 00000100000110, phi: 0000110101011001110, Z0: 00000101001, Q: 1, Sector: 00010, HwValid: 1, BX: 110

Event 8015 BX 110
HwTrack 1 Rinv: 000000001010010, t: 00000101011000, phi: 0001011011011110101, Z0: 00000001111, Q: 0, Sector: 01111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000001010011, t: 11111010100111, phi: 0000101011011101000, Z0: 00000010000, Q: 1, Sector: 00010, HwValid: 1, BX: 111

Event 8016 BX 111
HwTrack 1 Rinv: 000000011000110, t: 00001101000000, phi: 0001010010000101101, Z0: 10000100100, Q: 0, Sector: 10111, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000011000010, t: 11110010111110, phi: 0000100010000011111, Z0: 10000001010, Q: 1, Sector: 01010, HwValid: 1, BX: 000

Event 8017 BX 0
HwTrack 1 Rinv: 000000001110000, t: 11111010011010, phi: 0001100010010010010, Z0: 00000010001, Q: 0, Sector: 00001, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000001101111, t: 00000101100100, phi: 0000110010010000101, Z0: 00000011000, Q: 1, Sector: 01111, HwValid: 1, BX: 001

Event 8018 BX 1
HwTrack 1 Rinv: 000000001100100, t: 00000100010010, phi: 0000110000110110001, Z0: 10000000100, Q: 0, Sector: 11001, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000001100100, t: 11111011110001, phi: 0001100000101111110, Z0: 10000000011, Q: 1, Sector: 01011, HwValid: 1, BX: 010

Event 8019 BX 10
HwTrack 1 Rinv: 000000011000000, t: 11110000100110, phi: 0001010010111101010, Z0: 00001001110, Q: 0, Sector: 10000, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000011001001, t: 00001111011000, phi: 0000100011000110000, Z0: 00001011010, Q: 1, Sector: 00011, HwValid: 1, BX: 011

Event 8020 BX 11
HwTrack 1 Rinv: 000000010100001, t: 11110000101111, phi: 0001001100101110101, Z0: 00000000010, Q: 0, Sector: 10001, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000010110011, t: 00001111001011, phi: 0000011100101000001, Z0: 10000001111, Q: 1, Sector: 00100, HwValid: 1, BX: 100

Event 8021 BX 100
HwTrack 1 Rinv: 000000001110110, t: 11110111100100, phi: 0000111001111101110, Z0: 10001111001, Q: 0, Sector: 01110, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000001101011, t: 00001000011010, phi: 0001101010000000101, Z0: 10001111001, Q: 1, Sector: 11011, HwValid: 1, BX: 101

Event 8022 BX 101
HwTrack 1 Rinv: 000000001001111, t: 00001001000011, phi: 0000101100111000000, Z0: 10001010011, Q: 0, Sector: 10110, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000001001100, t: 11110110111110, phi: 0001011101000010011, Z0: 10001011010, Q: 1, Sector: 01000, HwValid: 1, BX: 110

Event 8023 BX 110
HwTrack 1 Rinv: 000000010001100, t: 11110010111001, phi: 0001101010100000000, Z0: 10001010111, Q: 0, Sector: 11010, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000001110111, t: 00001101001001, phi: 0000111010100011000, Z0: 10001100001, Q: 1, Sector: 01101, HwValid: 1, BX: 111

Event 8024 BX 111
HwTrack 1 Rinv: 000000000110010, t: 00000010100001, phi: 0000101010101001110, Z0: 10001000111, Q: 0, Sector: 01100, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000000110011, t: 11111101011110, phi: 0001011010100110011, Z0: 10001000100, Q: 1, Sector: 11001, HwValid: 1, BX: 000

Event 8025 BX 0
HwTrack 1 Rinv: 000000001100001, t: 00000110110000, phi: 0001011011110010001, Z0: 00000001101, Q: 0, Sector: 11000, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000001011110, t: 11111001001111, phi: 0000101011101111010, Z0: 00000001011, Q: 1, Sector: 01011, HwValid: 1, BX: 001

Event 8026 BX 1
HwTrack 1 Rinv: 000000010100001, t: 00000011101001, phi: 0001010100000101001, Z0: 10010100101, Q: 0, Sector: 01100, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000010100001, t: 11111100011000, phi: 0000100100000111001, Z0: 10010100011, Q: 1, Sector: 11010, HwValid: 1, BX: 010

Event 8027 BX 10
HwTrack 1 Rinv: 000000001000000, t: 00000100110101, phi: 0001011010101010011, Z0: 00000100110, Q: 0, Sector: 11000, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000000111011, t: 11111011001100, phi: 0000101010101001000, Z0: 00000100110, Q: 1, Sector: 01011, HwValid: 1, BX: 011

Event 8028 BX 11
HwTrack 1 Rinv: 000001001111000, t: 00010010111001, phi: 0001001010011011010, Z0: 10000101000, Q: 0, Sector: 00001, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100001001100001, t: 11101101001001, phi: 0000011011001010010, Z0: 10000110100, Q: 1, Sector: 01111, HwValid: 1, BX: 100

Event 8029 BX 100
HwTrack 1 Rinv: 000000110011110, t: 00010010010000, phi: 0001100001000010100, Z0: 00000000000, Q: 0, Sector: 01000, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000110101001, t: 11101101101100, phi: 0000110001001101000, Z0: 10000000100, Q: 1, Sector: 10110, HwValid: 1, BX: 101

Event 8030 BX 101
